#ITitle	MINI-LIGNE.180614.16H																			
#IInfo	 																			
#IVersion	9																			
#IDate	02/00/2048																			
!Data	Type:	F-Freq.	Domain	S-Stream	Data	T-Time	Domain													
#ST																				
!--------------------------------------																				
!System	Section																			
#SNAME	MINI_LIGNE18061416H																			
#SGDflt	0																			
#SR50Hz																				
#SHiNse																				
#SMuxN	1																			
#SXcale	1																			
#SOffset	0																			
!TX	Section																			
#XMXVlt	480																			
#XCurMx	2500																			
#XPowMx	250																			
#XVTrgt	50																			
#XITrgt	30																			
#XBtVmn	9																			
#XTmpMx	70																			
#XLrRes	1																			
#XUpRes	200000																			
!TDIP	Section																			
#TFrequ	5																			
#TStcks	3																			
#TRDely	29.999																			
#TLngtR	59.999																			
#TChrg																				
#TIPDly	2.222																			
#TNResOnly																				
!ERTLab	Header	Info																		
Electrodes	input/output	format																		
982	1	23	1	25	1	11	1	13	-4.634002	0.003811	-0.069521	0.000057	15.00249	3276	20480200_212202	CH	4	GN	2	44
983	1	23	1	25	1	13	1	15	-2.750897	0.002952	-0.04127	0.000044	15.00249	3276	20480200_212202	CH	5	GN	2	44
984	1	23	1	25	1	15	1	17	-14.2181	0.014057	-0.213307	0.00021	15.00249	3276	20480200_212202	CH	6	GN	2	44
985	1	23	1	25	1	17	1	19	-45.53845	0.036082	-0.68319	0.000541	15.00249	3276	20480200_212202	CH	7	GN	1	44
986	1	23	1	25	1	19	1	21	-188.7451	0.163654	-2.831648	0.002455	15.00249	3276	20480200_212202	CH	8	GN	1	44
987	1	24	1	25	1	15	1	16	-0.703591	0.000897	-0.011482	0.000014	16.31938	2808	20480200_212204	CH	1	GN	3	40.5
988	1	24	1	25	1	16	1	17	-5.267606	0.006648	-0.085964	0.000108	16.31938	2808	20480200_212204	CH	2	GN	2	40.5
989	1	24	1	25	1	17	1	18	-7.901628	0.010156	-0.128949	0.000165	16.31938	2808	20480200_212204	CH	3	GN	2	40.5
990	1	24	1	25	1	18	1	19	-9.309732	0.010156	-0.151929	0.000165	16.31938	2808	20480200_212204	CH	4	GN	2	40.5
991	1	24	1	25	1	19	1	20	-18.77102	0.024679	-0.306331	0.000402	16.31938	2808	20480200_212204	CH	5	GN	2	40.5
992	1	24	1	25	1	20	1	21	-41.36155	0.049359	-0.674994	0.000805	16.31938	2808	20480200_212204	CH	6	GN	1	40.5
993	1	24	1	25	1	21	1	22	-53.29194	0.06867	-0.869691	0.00112	16.31938	2808	20480200_212204	CH	7	GN	1	40.5
994	1	24	1	25	1	22	1	23	-144.4791	0.187642	-2.357809	0.003062	16.31938	2808	20480200_212204	CH	8	GN	1	40.5
995	1	22	1	26	1	2	1	6	-2.047249	-0.000001	-0.019616	0	9.581843	5904	20480200_212206	CH	1	GN	2	50.5
996	1	22	1	26	1	6	1	10	-3.675757	0	-0.03522	0	9.581843	5904	20480200_212206	CH	2	GN	2	50.5
997	1	22	1	26	1	10	1	14	-10.99614	-0.000029	-0.105363	0	9.581843	5904	20480200_212206	CH	3	GN	2	50.5
998	1	22	1	26	1	14	1	18	-73.22933	0	-0.701671	0	9.581843	5904	20480200_212206	CH	4	GN	1	50.5
999	1	23	1	26	1	2	1	5	-0.913053	0.000541	-0.010784	0.000006	11.81111	4056	20480200_212208	CH	1	GN	2	40
1000	1	23	1	26	1	5	1	8	-1.439301	0.000855	-0.016999	0.00001	11.81111	4056	20480200_212208	CH	2	GN	2	40
1001	1	23	1	26	1	8	1	11	-2.101661	0.00121	-0.024822	0.000014	11.81111	4056	20480200_212208	CH	3	GN	2	40
1002	1	23	1	26	1	11	1	14	-6.394352	0.003062	-0.075524	0.000036	11.81111	4056	20480200_212208	CH	4	GN	2	40
1003	1	23	1	26	1	14	1	17	-17.69394	0.009683	-0.208985	0.000114	11.81111	4056	20480200_212208	CH	5	GN	2	40
1004	1	23	1	26	1	17	1	20	-106.2558	0.042432	-1.255	0.000501	11.81111	4056	20480200_212208	CH	6	GN	1	40
1005	1	24	1	26	1	6	1	8	-0.538948	0.000498	-0.007123	0.000006	13.21806	3276	20480200_212210	CH	1	GN	3	39.5
1006	1	24	1	26	1	8	1	10	-0.860969	0.000764	-0.01138	0.00001	13.21806	3276	20480200_212210	CH	2	GN	2	39.5
1007	1	24	1	26	1	10	1	12	-1.059273	0.000967	-0.014001	0.000012	13.21806	3276	20480200_212210	CH	3	GN	3	39.5
1008	1	24	1	26	1	12	1	14	-2.575772	0.002163	-0.034046	0.000028	13.21806	3276	20480200_212210	CH	4	GN	3	39.5
1009	1	24	1	26	1	14	1	16	-1.955569	0.001873	-0.025848	0.000024	13.21806	3276	20480200_212210	CH	5	GN	3	39.5
1010	1	24	1	26	1	16	1	18	-15.86869	0.013952	-0.209753	0.000184	13.21806	3276	20480200_212210	CH	6	GN	2	39.5
1011	1	24	1	26	1	18	1	20	-32.70995	0.027905	-0.432362	0.000368	13.21806	3276	20480200_212210	CH	7	GN	1	39.5
1012	1	24	1	26	1	20	1	22	-107.2882	0.092874	-1.418143	0.001227	13.21806	3276	20480200_212210	CH	8	GN	1	39.5
1013	1	25	1	26	1	16	1	17	-1.220514	0.001198	-0.0211	0.00002	17.28828	2952	20480200_212212	CH	1	GN	2	43.5
1014	1	25	1	26	1	17	1	18	-1.485073	0.001479	-0.025674	0.000025	17.28828	2952	20480200_212212	CH	2	GN	3	43.5
1015	1	25	1	26	1	18	1	19	-1.646884	0.001109	-0.028471	0.000019	17.28828	2952	20480200_212212	CH	3	GN	3	43.5
1016	1	25	1	26	1	19	1	20	-2.998921	0.001653	-0.051846	0.000028	17.28828	2952	20480200_212212	CH	4	GN	2	43.5
1017	1	25	1	26	1	20	1	21	-5.991289	0.004678	-0.103579	0.00008	17.28828	2952	20480200_212212	CH	5	GN	2	43.5
1018	1	25	1	26	1	21	1	22	-6.740899	0.011168	-0.116538	0.000193	17.28828	2952	20480200_212212	CH	6	GN	2	43.5
1019	1	25	1	26	1	22	1	23	-14.67726	0.018712	-0.253744	0.000323	17.28828	2952	20480200_212212	CH	7	GN	1	43.5
1020	1	25	1	26	1	23	1	24	-26.71152	0.028989	-0.461796	0.000501	17.28828	2952	20480200_212212	CH	8	GN	1	43.5
1021	1	23	1	27	1	3	1	7	-1.907195	0.000973	-0.019798	0.00001	10.38109	4434	20480200_212214	CH	1	GN	2	40.5
1022	1	23	1	27	1	7	1	11	-2.97661	0.001508	-0.0309	0.000015	10.38109	4434	20480200_212214	CH	2	GN	2	40.5
1023	1	23	1	27	1	11	1	15	-9.221542	0	-0.095729	0	10.38109	4434	20480200_212214	CH	3	GN	2	40.5
1024	1	23	1	27	1	15	1	19	-67.33679	0.019709	-0.699029	0.000204	10.38109	4434	20480200_212214	CH	4	GN	1	40.5
1025	1	24	1	27	1	3	1	6	-0.951561	0.000293	-0.01036	0.000003	10.8879	4239	20480200_212216	CH	1	GN	3	38.5
1026	1	24	1	27	1	6	1	9	-1.374415	0.000415	-0.014964	0.000004	10.8879	4239	20480200_212216	CH	2	GN	3	38.5
1027	1	24	1	27	1	9	1	12	-1.596268	0.000928	-0.01738	0.00001	10.8879	4239	20480200_212216	CH	3	GN	2	38.5
1028	1	24	1	27	1	12	1	15	-4.261255	0	-0.046396	0	10.8879	4239	20480200_212216	CH	4	GN	3	38.5
1029	1	24	1	27	1	15	1	18	-18.74797	0.009395	-0.204126	0.000102	10.8879	4239	20480200_212216	CH	5	GN	2	38.5
1030	1	24	1	27	1	18	1	21	-86.60311	0.04603	-0.942926	0.000501	10.8879	4239	20480200_212216	CH	6	GN	1	38.5
1031	1	25	1	27	1	7	1	9	-0.464217	0.000535	-0.005363	0.000006	11.55447	3882	20480200_212218	CH	1	GN	3	37.5
1032	1	25	1	27	1	9	1	11	-0.256958	0.000276	-0.002969	0.000003	11.55447	3882	20480200_212218	CH	2	GN	2	37.5
1033	1	25	1	27	1	11	1	13	-1.190457	0.001383	-0.013755	0.000015	11.55447	3882	20480200_212218	CH	3	GN	2	37.5
1034	1	25	1	27	1	13	1	15	-0.646874	0.000744	-0.007474	0.000008	11.55447	3882	20480200_212218	CH	4	GN	2	37.5
1035	1	25	1	27	1	15	1	17	-2.426429	0.002535	-0.028036	0.000029	11.55447	3882	20480200_212218	CH	5	GN	3	37.5
1036	1	25	1	27	1	17	1	19	-5.143871	0.00399	-0.059434	0.000046	11.55447	3882	20480200_212218	CH	6	GN	2	37.5
1037	1	25	1	27	1	19	1	21	-14.40594	0.007667	-0.166453	0.000088	11.55447	3882	20480200_212218	CH	7	GN	2	37.5
1038	1	25	1	27	1	21	1	23	-33.15418	0.047679	-0.383079	0.00055	11.55447	3882	20480200_212218	CH	8	GN	1	37.5
1039	1	26	1	27	1	17	1	18	-0.964466	0.001085	-0.012048	0.000013	12.4925	3718	20480200_212220	CH	1	GN	3	39
1040	1	26	1	27	1	18	1	19	-1.047217	0.001085	-0.013082	0.000013	12.4925	3718	20480200_212220	CH	2	GN	4	39
1041	1	26	1	27	1	19	1	20	-1.834272	0.002288	-0.022914	0.000028	12.4925	3718	20480200_212220	CH	3	GN	3	39
1042	1	26	1	27	1	20	1	21	-3.577538	0.00383	-0.044692	0.000047	12.4925	3718	20480200_212220	CH	4	GN	2	39
1043	1	26	1	27	1	21	1	22	-3.881716	0.00383	-0.048492	0.000047	12.4925	3718	20480200_212220	CH	5	GN	3	39
1044	1	26	1	27	1	22	1	23	-7.905425	0.007928	-0.098758	0.000099	12.4925	3718	20480200_212220	CH	6	GN	2	39
1045	1	26	1	27	1	23	1	24	-12.64803	0.01262	-0.158005	0.000157	12.4925	3718	20480200_212220	CH	7	GN	2	39
1046	1	26	1	27	1	24	1	25	-95.00432	0.076819	-1.186841	0.000959	12.4925	3718	20480200_212220	CH	8	GN	1	39
1047	1	24	1	28	1	4	1	8	-1.687705	0	-0.017466	0	10.34916	4434	20480200_212222	CH	1	GN	3	40.3
1048	1	24	1	28	1	8	1	12	-2.639172	0	-0.027313	0	10.34916	4434	20480200_212222	CH	2	GN	2	40.3
1049	1	24	1	28	1	12	1	16	-5.987327	0	-0.061963	0	10.34916	4434	20480200_212222	CH	3	GN	3	40.3
1050	1	24	1	28	1	16	1	20	-56.68534	0	-0.586645	0	10.34916	4434	20480200_212222	CH	4	GN	1	40.3
1051	1	25	1	28	1	1	1	4	-0.236524	0.000176	-0.002619	0.000001	11.07682	4434	20480200_212224	CH	1	GN	3	41
1052	1	25	1	28	1	4	1	7	-0.636734	0.000288	-0.007052	0.000003	11.07682	4434	20480200_212224	CH	2	GN	3	41
1053	1	25	1	28	1	7	1	10	-0.824619	0.000353	-0.009134	0.000003	11.07682	4434	20480200_212224	CH	3	GN	3	41
1054	1	25	1	28	1	10	1	13	-1.798844	0.000408	-0.019925	0.000004	11.07682	4434	20480200_212224	CH	4	GN	2	41
1055	1	25	1	28	1	13	1	16	-1.365294	0.000816	-0.015123	0.000009	11.07682	4434	20480200_212224	CH	5	GN	2	41
1056	1	25	1	28	1	16	1	19	-9.329579	0.004617	-0.103342	0.000051	11.07682	4434	20480200_212224	CH	6	GN	2	41
1057	1	25	1	28	1	19	1	22	-31.29945	0.009235	-0.346698	0.000102	11.07682	4434	20480200_212224	CH	7	GN	1	41
1058	1	26	1	28	1	8	1	10	-0.346128	0.000271	-0.003679	0.000002	10.6301	4434	20480200_212226	CH	1	GN	2	40.5
1059	1	26	1	28	1	10	1	12	-0.374279	0.000318	-0.003978	0.000003	10.6301	4434	20480200_212226	CH	2	GN	4	40.5
1060	1	26	1	28	1	12	1	14	-0.852437	0.000672	-0.009061	0.000007	10.6301	4434	20480200_212226	CH	3	GN	3	40.5
1061	1	26	1	28	1	14	1	16	-0.604731	0.000475	-0.006428	0.000005	10.6301	4434	20480200_212226	CH	4	GN	3	40.5
1062	1	26	1	28	1	16	1	18	-3.181056	0.003507	-0.033814	0.000037	10.6301	4434	20480200_212226	CH	5	GN	3	40.5
1063	1	26	1	28	1	18	1	20	-4.952538	0.010893	-0.052645	0.000115	10.6301	4434	20480200_212226	CH	6	GN	2	40.5
1064	1	26	1	28	1	20	1	22	-12.44904	0.008334	-0.132334	0.000088	10.6301	4434	20480200_212226	CH	7	GN	2	40.5
1065	1	26	1	28	1	22	1	24	-32.77279	0.025462	-0.348378	0.00027	10.6301	4434	20480200_212226	CH	8	GN	2	40.5
1066	1	27	1	28	1	18	1	19	-0.758887	0.002338	-0.008169	0.000025	10.76542	4434	20480200_212228	CH	1	GN	4	39.5
1067	1	27	1	28	1	19	1	20	-1.298454	0.008341	-0.013978	0.000089	10.76542	4434	20480200_212228	CH	2	GN	3	39.5
1068	1	27	1	28	1	20	1	21	-2.417736	0.011206	-0.026027	0.00012	10.76542	4434	20480200_212228	CH	3	GN	2	39.5
1069	1	27	1	28	1	21	1	22	-2.553057	0.015657	-0.027484	0.000168	10.76542	4434	20480200_212228	CH	4	GN	3	39.5
1070	1	27	1	28	1	22	1	23	-4.934661	0.008399	-0.053123	0.00009	10.76542	4434	20480200_212228	CH	5	GN	2	39.5
1071	1	27	1	28	1	23	1	24	-7.248851	0.006285	-0.078036	0.000067	10.76542	4434	20480200_212228	CH	6	GN	2	39.5
1072	1	27	1	28	1	24	1	25	-39.13656	0.021248	-0.421321	0.000228	10.76542	4434	20480200_212228	CH	7	GN	1	39.5
1073	1	27	1	28	1	25	1	26	-109.0413	0.100567	-1.173876	0.001082	10.76542	4434	20480200_212228	CH	8	GN	1	39.5
1074	1	25	1	29	1	1	1	5	-0.699954	0.001352	-0.004715	0.000009	6.736601	8424	20480200_212230	CH	1	GN	2	51
1075	1	25	1	29	1	5	1	9	-1.495996	0.002577	-0.010077	0.000017	6.736601	8424	20480200_212230	CH	2	GN	3	51
1076	1	25	1	29	1	9	1	13	-2.76339	0.004745	-0.018615	0.000031	6.736601	8424	20480200_212230	CH	3	GN	3	51
1077	1	25	1	29	1	13	1	17	-5.497576	0.009679	-0.037034	0.000065	6.736601	8424	20480200_212230	CH	4	GN	2	51
1078	1	25	1	29	1	17	1	21	-31.30215	0.051497	-0.21087	0.000346	6.736601	8424	20480200_212230	CH	5	GN	2	51
1079	1	26	1	29	1	2	1	5	-0.445137	0.000977	-0.00282	0.000006	6.335267	8857	20480200_212232	CH	1	GN	2	50
1080	1	26	1	29	1	5	1	8	-0.666958	0.001323	-0.004225	0.000008	6.335267	8857	20480200_212232	CH	2	GN	3	50
1081	1	26	1	29	1	8	1	11	-0.772109	0.001625	-0.004891	0.00001	6.335267	8857	20480200_212232	CH	3	GN	2	50
1082	1	26	1	29	1	11	1	14	-1.880942	0.003776	-0.011916	0.000023	6.335267	8857	20480200_212232	CH	4	GN	3	50
1083	1	26	1	29	1	14	1	17	-3.398183	0.006992	-0.021528	0.000044	6.335267	8857	20480200_212232	CH	5	GN	3	50
1084	1	26	1	29	1	17	1	20	-10.26685	0.020385	-0.065043	0.000129	6.335267	8857	20480200_212232	CH	6	GN	3	50
1085	1	26	1	29	1	20	1	23	-36.72099	0.076169	-0.232637	0.000482	6.335267	8857	20480200_212232	CH	7	GN	1	50
1086	1	27	1	29	1	9	1	11	-0.247428	0.000637	-0.001527	0.000003	6.17244	8857	20480200_212234	CH	1	GN	2	50
1087	1	27	1	29	1	11	1	13	-1.069894	0.002316	-0.006603	0.000014	6.17244	8857	20480200_212234	CH	2	GN	2	50
1088	1	27	1	29	1	13	1	15	-0.559311	0.001221	-0.003452	0.000007	6.17244	8857	20480200_212234	CH	3	GN	2	50
1089	1	27	1	29	1	15	1	17	-1.86706	0.004011	-0.011524	0.000024	6.17244	8857	20480200_212234	CH	4	GN	3	50
1090	1	27	1	29	1	17	1	19	-3.451957	0.007139	-0.021307	0.000044	6.17244	8857	20480200_212234	CH	5	GN	3	50
1091	1	27	1	29	1	19	1	21	-8.378367	0.016702	-0.051714	0.000103	6.17244	8857	20480200_212234	CH	6	GN	2	50
1092	1	27	1	29	1	21	1	23	-15.90715	0.038424	-0.098185	0.000237	6.17244	8857	20480200_212234	CH	7	GN	1	50
1093	1	27	1	29	1	23	1	25	-88.36999	0.17696	-0.545458	0.001092	6.17244	8857	20480200_212234	CH	8	GN	1	50
1094	1	28	1	29	1	19	1	20	-1.684573	0.00905	-0.010366	0.000055	6.153811	8857	20480200_212236	CH	1	GN	3	50.1
1095	1	28	1	29	1	20	1	21	-2.987298	0.012851	-0.018383	0.000079	6.153811	8857	20480200_212236	CH	2	GN	2	50.1
1096	1	28	1	29	1	21	1	22	-2.937463	0.003746	-0.018076	0.000023	6.153811	8857	20480200_212236	CH	3	GN	3	50.1
1097	1	28	1	29	1	22	1	23	-5.477948	0.008816	-0.03371	0.000054	6.153811	8857	20480200_212236	CH	4	GN	2	50.1
1098	1	28	1	29	1	23	1	24	-7.607999	0.01541	-0.046818	0.000094	6.153811	8857	20480200_212236	CH	5	GN	2	50.1
1099	1	28	1	29	1	24	1	25	-34.23989	0.069543	-0.210705	0.000427	6.153811	8857	20480200_212236	CH	6	GN	2	50.1
1100	1	28	1	29	1	25	1	26	-80.90114	0.167894	-0.49785	0.001033	6.153811	8857	20480200_212236	CH	7	GN	1	50.1
1101	1	28	1	29	1	26	1	27	-195.85	0.455875	-1.205224	0.002805	6.153811	8857	20480200_212236	CH	8	GN	1	50.1
1102	1	26	1	30	1	2	1	6	-0.907673	0	-0.008839	0	9.738744	5904	20480200_212238	CH	1	GN	3	50.5
1103	1	26	1	30	1	6	1	10	-1.3367	0	-0.013017	0	9.738744	5904	20480200_212238	CH	2	GN	3	50.5
1104	1	26	1	30	1	10	1	14	-2.662524	-0.000001	-0.025929	0	9.738744	5904	20480200_212238	CH	3	GN	3	50.5
1105	1	26	1	30	1	14	1	18	-7.578947	0	-0.073809	0	9.738744	5904	20480200_212238	CH	4	GN	3	50.5
1106	1	26	1	30	1	18	1	22	-31.13982	-0.000464	-0.303262	-0.000004	9.738744	5904	20480200_212238	CH	5	GN	2	50.5
1107	1	27	1	30	1	3	1	6	-0.641553	0.000353	-0.005798	0.000003	9.038611	6216	20480200_212240	CH	1	GN	3	50
1108	1	27	1	30	1	6	1	9	-0.849006	0.000433	-0.007673	0.000003	9.038611	6216	20480200_212240	CH	2	GN	3	50
1109	1	27	1	30	1	9	1	12	-0.79725	0.000306	-0.007206	0.000002	9.038611	6216	20480200_212240	CH	3	GN	2	50
1110	1	27	1	30	1	12	1	15	-1.884372	0.000866	-0.017032	0.000007	9.038611	6216	20480200_212240	CH	4	GN	3	50
1111	1	27	1	30	1	15	1	18	-4.921957	0.00245	-0.044487	0.000022	9.038611	6216	20480200_212240	CH	5	GN	2	50
1112	1	27	1	30	1	18	1	21	-13.59295	0.009801	-0.122861	0.000088	9.038611	6216	20480200_212240	CH	6	GN	2	50
1113	1	27	1	30	1	21	1	24	-39.53057	0.025308	-0.357301	0.000228	9.038611	6216	20480200_212240	CH	7	GN	1	50
1114	1	28	1	30	1	10	1	12	-0.447782	0.000179	-0.003976	0.000001	8.881278	6552	20480200_212242	CH	1	GN	4	50
1115	1	28	1	30	1	12	1	14	-0.98662	0.000254	-0.008762	0.000002	8.881278	6552	20480200_212242	CH	2	GN	3	50
1116	1	28	1	30	1	14	1	16	-0.677117	0.000359	-0.006013	0.000003	8.881278	6552	20480200_212242	CH	3	GN	3	50
1117	1	28	1	30	1	16	1	18	-3.115639	0.002276	-0.02767	0.00002	8.881278	6552	20480200_212242	CH	4	GN	3	50
1118	1	28	1	30	1	18	1	20	-4.379102	0.007412	-0.038892	0.000065	8.881278	6552	20480200_212242	CH	5	GN	3	50
1119	1	28	1	30	1	20	1	22	-9.358158	-0.000015	-0.083112	0	8.881278	6552	20480200_212242	CH	6	GN	2	50
1120	1	28	1	30	1	22	1	24	-20.11009	0.005759	-0.178603	0.000051	8.881278	6552	20480200_212242	CH	7	GN	2	50
1121	1	28	1	30	1	24	1	26	-159.0311	0	-1.412399	0	8.881278	6552	20480200_212242	CH	8	GN	1	50
1122	1	29	1	30	1	20	1	21	-1.781699	0.003575	-0.010506	0.000021	5.896883	9324	20480200_212244	CH	1	GN	2	50.8
1123	1	29	1	30	1	21	1	22	-1.675228	0.002028	-0.009878	0.000011	5.896883	9324	20480200_212244	CH	2	GN	3	50.8
1124	1	29	1	30	1	22	1	23	-3.031169	0.005027	-0.017874	0.000029	5.896883	9324	20480200_212244	CH	3	GN	2	50.8
1125	1	29	1	30	1	23	1	24	-4.046969	0.006942	-0.023864	0.00004	5.896883	9324	20480200_212244	CH	4	GN	2	50.8
1126	1	29	1	30	1	24	1	25	-14.69052	0.024914	-0.086628	0.000146	5.896883	9324	20480200_212244	CH	5	GN	2	50.8
1127	1	29	1	30	1	25	1	26	-28.99709	0.04945	-0.170992	0.000291	5.896883	9324	20480200_212244	CH	6	GN	2	50.8
1128	1	29	1	30	1	26	1	27	-43.31662	0.076608	-0.255433	0.000451	5.896883	9324	20480200_212244	CH	7	GN	2	50.8
1129	1	29	1	30	1	27	1	28	-76.66155	0.160882	-0.452064	0.000948	5.896883	9324	20480200_212244	CH	8	GN	1	50.8
1130	1	27	1	31	1	3	1	7	-0.977907	0.000227	-0.009725	0.000002	9.945596	4641	20480200_212246	CH	1	GN	3	39.6
1131	1	27	1	31	1	7	1	11	-1.229042	0.000321	-0.012223	0.000003	9.945596	4641	20480200_212246	CH	2	GN	3	39.6
1132	1	27	1	31	1	11	1	15	-2.747236	0.000909	-0.027322	0.000009	9.945596	4641	20480200_212246	CH	3	GN	3	39.6
1133	1	27	1	31	1	15	1	19	-8.52382	0.002571	-0.084774	0.000025	9.945596	4641	20480200_212246	CH	4	GN	2	39.6
1134	1	27	1	31	1	19	1	23	-36.21508	0	-0.36018	0	9.945596	4641	20480200_212246	CH	5	GN	1	39.6
1135	1	28	1	31	1	1	1	4	-0.237576	0.000162	-0.00234	0.000001	9.852593	4861	20480200_212248	CH	1	GN	3	41.5
1136	1	28	1	31	1	4	1	7	-0.639862	0.000397	-0.006304	0.000003	9.852593	4861	20480200_212248	CH	2	GN	4	41.5
1137	1	28	1	31	1	7	1	10	-0.784519	0.000513	-0.007729	0.000005	9.852593	4861	20480200_212248	CH	3	GN	3	41.5
1138	1	28	1	31	1	10	1	13	-1.539373	0.001026	-0.015166	0.00001	9.852593	4861	20480200_212248	CH	4	GN	2	41.5
1139	1	28	1	31	1	13	1	16	-1.104181	0.000917	-0.010879	0.000009	9.852593	4861	20480200_212248	CH	5	GN	2	41.5
1140	1	28	1	31	1	16	1	19	-5.876011	0.006358	-0.057893	0.000062	9.852593	4861	20480200_212248	CH	6	GN	3	41.5
1141	1	28	1	31	1	19	1	22	-14.72715	0.011608	-0.1451	0.000114	9.852593	4861	20480200_212248	CH	7	GN	2	41.5
1142	1	28	1	31	1	22	1	25	-81.1735	0.020766	-0.799769	0.000204	9.852593	4861	20480200_212248	CH	8	GN	1	41.5
1143	1	29	1	31	1	11	1	13	-0.735755	0.001642	-0.004776	0.00001	6.492383	8424	20480200_212250	CH	1	GN	2	49.5
1144	1	29	1	31	1	13	1	15	-0.380877	0.000891	-0.002472	0.000005	6.492383	8424	20480200_212250	CH	2	GN	2	49.5
1145	1	29	1	31	1	15	1	17	-1.183426	0.003035	-0.007683	0.000019	6.492383	8424	20480200_212250	CH	3	GN	4	49.5
1146	1	29	1	31	1	17	1	19	-2.012569	0.006787	-0.013066	0.000044	6.492383	8424	20480200_212250	CH	4	GN	3	49.5
1147	1	29	1	31	1	19	1	21	-4.458864	0.022262	-0.028948	0.000144	6.492383	8424	20480200_212250	CH	5	GN	2	49.5
1148	1	29	1	31	1	21	1	23	-7.468529	-0.00001	-0.048488	0	6.492383	8424	20480200_212250	CH	6	GN	1	49.5
1149	1	29	1	31	1	23	1	25	-29.1592	0.054584	-0.189312	0.000354	6.492383	8424	20480200_212250	CH	7	GN	2	49.5
1150	1	29	1	31	1	25	1	27	-113.1554	0.218337	-0.734648	0.001417	6.492383	8424	20480200_212250	CH	8	GN	1	49.5
1151	1	30	1	31	1	21	1	22	-0.963409	0.000637	-0.009038	0.000005	9.381442	4861	20480200_212252	CH	1	GN	3	38.8
1152	1	30	1	31	1	22	1	23	-1.745495	0.001523	-0.016375	0.000014	9.381442	4861	20480200_212252	CH	2	GN	2	38.8
1153	1	30	1	31	1	23	1	24	-2.289387	0.002044	-0.021477	0.000019	9.381442	4861	20480200_212252	CH	3	GN	2	38.8
1154	1	30	1	31	1	24	1	25	-8.05064	0.006677	-0.075526	0.000062	9.381442	4861	20480200_212252	CH	4	GN	2	38.8
1155	1	30	1	31	1	25	1	26	-15.92589	0.014425	-0.149407	0.000135	9.381442	4861	20480200_212252	CH	5	GN	2	38.8
1156	1	30	1	31	1	26	1	27	-24.42833	0.02248	-0.229172	0.00021	9.381442	4861	20480200_212252	CH	6	GN	2	38.8
1157	1	30	1	31	1	27	1	28	-43.68655	0.062642	-0.409842	0.000587	9.381442	4861	20480200_212254	CH	7	GN	1	38.8
1158	1	30	1	31	1	28	1	29	-213.7363	0.087237	-2.005155	0.000818	9.381442	4861	20480200_212254	CH	8	GN	1	38.8
1159	1	28	1	32	1	4	1	8	-1.075095	0.00066	-0.009741	0.000005	9.061345	4861	20480200_212254	CH	1	GN	3	38
1160	1	28	1	32	1	8	1	12	-1.352811	0.001058	-0.012258	0.000009	9.061345	4861	20480200_212254	CH	2	GN	2	38
1161	1	28	1	32	1	12	1	16	-2.535485	0.001995	-0.022974	0.000018	9.061345	4861	20480200_212254	CH	3	GN	3	38
1162	1	28	1	32	1	16	1	20	-11.04744	0.014112	-0.100104	0.000127	9.061345	4861	20480200_212254	CH	4	GN	2	38
1163	1	28	1	32	1	20	1	24	-41.25698	0.022579	-0.373843	0.000204	9.061345	4861	20480200_212254	CH	5	GN	2	38
1164	1	29	1	32	1	2	1	5	-0.325647	0.00073	-0.002078	0.000004	6.381646	8857	20480200_212256	CH	1	GN	2	49.6
1165	1	29	1	32	1	5	1	8	-0.491513	0.00104	-0.003136	0.000006	6.381646	8857	20480200_212256	CH	2	GN	3	49.6
1166	1	29	1	32	1	8	1	11	-0.541457	0.00114	-0.003455	0.000007	6.381646	8857	20480200_212256	CH	3	GN	2	49.6
1167	1	29	1	32	1	11	1	14	-1.237158	0.002578	-0.007895	0.000016	6.381646	8857	20480200_212256	CH	4	GN	3	49.6
1168	1	29	1	32	1	14	1	17	-1.995548	0.004338	-0.012734	0.000027	6.381646	8857	20480200_212256	CH	5	GN	3	49.6
1169	1	29	1	32	1	17	1	20	-5.078437	0.010883	-0.032408	0.000069	6.381646	8857	20480200_212258	CH	6	GN	3	49.6
1170	1	29	1	32	1	20	1	23	-13.88965	0.029176	-0.088638	0.000186	6.381646	8857	20480200_212258	CH	7	GN	2	49.6
1171	1	29	1	32	1	23	1	26	-95.64194	0.191026	-0.610353	0.001219	6.381646	8857	20480200_212258	CH	8	GN	1	49.6
1172	1	30	1	32	1	12	1	14	-0.515964	0.000302	-0.005449	0.000003	10.56232	5347	20480200_212258	CH	1	GN	4	50.5
1173	1	30	1	32	1	14	1	16	-0.349937	0.000283	-0.003696	0.000002	10.56232	5347	20480200_212258	CH	2	GN	3	50.5
1174	1	30	1	32	1	16	1	18	-1.500407	0.000741	-0.015847	0.000007	10.56232	5347	20480200_212258	CH	3	GN	3	50.5
1175	1	30	1	32	1	18	1	20	-1.992296	0.000428	-0.021043	0.000004	10.56232	5347	20480200_212300	CH	4	GN	3	50.5
1176	1	30	1	32	1	20	1	22	-3.971534	0.003529	-0.041948	0.000037	10.56232	5347	20480200_212300	CH	5	GN	3	50.5
1177	1	30	1	32	1	22	1	24	-7.803696	0.008211	-0.082425	0.000086	10.56232	5347	20480200_212300	CH	6	GN	2	50.5
1178	1	30	1	32	1	24	1	26	-43.13458	0.032123	-0.455601	0.000339	10.56232	5347	20480200_212300	CH	7	GN	2	50.5
